SISID,Station ID,Count Location,Quadrant,From Intersection,To Intersection,Day,Date,Temperature,Weather,Start Time,End Time,Duration,Travel Lanes,Parking,Speed limit,Bike Lanes,On Sidewalk,On Path/Trail,With Helmet,No Helmet,Male,Female,Peak Hour,CaBi Bikes,Total
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Tuesday,5/22/2007,75,Sunny,17:45,19:00,1.25,3,1,,No,7,0,9,2,7,4,10,,11
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,6/14/2007,68,Partly Cloudy,17:45,18:45,1,3,1,,No,7,0,10,5,10,5,15,,15
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Friday,6/15/2007,65,Cloudy,7:00,9:00,2,3,1,25,No,12,0,9,6,9,6,13,,15
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,5/21/2008,0,Sunny,15:00,19:00,4,4,1,25,No,17,0,15,5,19,1,12,,20
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,5/21/2008,0,Sunny,6:00,10:00,4,4,1,25,No,0,0,23,13,29,7,14,,36
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,6/10/2009,0,Sunny,15:00,19:00,4,4,1,25,No,27,0,40,25,50,15,28,,65
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,6/10/2009,0,Sunny,6:00,10:00,4,4,1,25,No,30,0,33,13,35,11,23,,46
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,6/17/2010,,Clear,6:00,10:00,4,2,1,25,0,26,0,32,12,35,9,16,,44
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,6/17/2010,,Clear,15:00,19:00,4,,1,25,0,28,0,27,18,29,16,16,,45
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,6/23/2011,,,15:00,19:00,4,3,1,25,0,30,0,44,12,30,26,23,,56
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,6/23/2011,,,6:00,10:00,4,3,1,25,No,41,0,39,12,34,17,22,,51
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,6/27/2012,0,,6:00,10:00,4,2,2,25,No,17,0,34,15,33,16,22,,49
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,6/27/2012,0,,15:00,19:00,4,2,2,25,No,21,0,39,26,44,21,28,1,65
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Tuesday,6/25/2013,,,6:00,10:00,4,2,2,25,No,50,0,57,20,48,29,40,8,77
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Tuesday,6/25/2013,,,15:00,19:00,4,2,2,25,No,40,0,44,25,48,21,29,3,69
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,7/30/2014,,,15:00,19:00,4,4,2,25,No,19,0,38,11,40,9,21,,49
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Wednesday,7/30/2014,,,6:00,10:00,4,4,2,25,No,40,0,45,13,43,15,30,,58
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,7/23/2015,0,,6:00,10:00,4,2,1,25,No,7,0,46,13,47,12,29,0,59
15960380,17,Massachusetts Ave,NW,"38th St, Klingle Pl","39th St, Idaho Ave",Thursday,7/23/2015,0,,15:00,19:00,4,2,1,25,No,24,0,43,24,44,23,28,0,67
16253302,,Mount Pleasant St,NW,Argonne Pl,Hobart St,Tuesday,6/7/2005,88,Sunny,16:00,17:00,1,2,,25,No,19,,9,37,43,3,46,,46
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,3/21/2002,57,Sunny,16:50,17:50,1,0,,,Yes,2,,,,,,31,,31
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Monday,4/1/2002,57,Sunny,18:15,18:55,0.5,,,,Yes,1,,,,,,30,,30
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Tuesday,7/9/2002,92,Mild and Sunny,17:05,18:05,1,,,,Yes,9,,,,,,59,,59
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,7/14/2004,90,Sunny,16:00,17:30,1.5,2,2,25,Yes,1,,1,4,,,5,,5
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,10/14/2004,55,Partly Cloudy,8:30,9:30,1,2,2,25,Yes,0,,31,46,56,21,77,,77
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Friday,4/15/2005,48,Sunny,8:30,9:30,1,2,2,25,Yes,2,,20,35,40,15,55,,55
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,7/6/2005,75,Sunny & Humid,8:15,9:30,1.25,2,2,25,Yes,2,,30,56,58,28,76,,86
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,9/7/2005,72,Sunny,8:30,9:30,1,2,2,25,Yes,1,,51,58,65,44,109,,109
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,9/19/2006,75,"Slightly Overcast, Cool",16:00,18:00,2,2,2,25,Yes,4,0,31,57,64,24,50,,88
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Tuesday,9/26/2006,60,Cool,8:15,9:45,1.5,2,2,25,Yes,1,0,48,74,87,35,91,,122
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,5/21/2008,0,Clear,6:00,10:00,4,2,2,25,Yes,20,0,167,94,174,87,132,,261
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,5/21/2008,0,Clear,15:00,19:00,4,2,2,25,Yes,11,0,120,109,171,58,85,,229
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Tuesday,6/23/2009,0,Clear,6:00,10:00,4,4,2,25,Yes,3,0,165,92,184,73,116,,257
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Tuesday,6/23/2009,0,Clear,15:00,19:00,4,4,2,25,Yes,10,0,169,124,207,86,110,,293
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,6/23/2010,0,,6:00,10:00,4,2,2,25,No,5,0,162,124,203,83,139,,286
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Wednesday,6/23/2010,0,,15:00,19:00,4,2,2,25,0,11,0,161,136,215,82,115,,297
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Tuesday,6/28/2011,,,15:00,19:00,4,2,2,25,Yes,9,0,224,201,288,137,180,,425
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Tuesday,6/28/2011,,,15:00,19:00,4,2,2,25,Yes,8,0,259,156,279,136,184,,415
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,6/21/2012,0,,15:00,19:00,4,2,2,25,Yes,17,0,196,192,297,91,140,47,388
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,6/21/2012,0,,6:00,10:00,4,2,2,25,Yes,2,0,273,160,292,141,193,33,433
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,7/17/2014,,,15:00,19:00,4,2,2,25,Yes,9,0,273,217,364,126,215,74,490
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,7/17/2014,,,6:00,10:00,4,2,2,25,Yes,4,0,281,167,290,158,195,46,448
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,7/9/2015,0,,15:00,19:00,4,1,2,25,Yes,9,0,237,208,335,110,179,74,445
16422180,20,New Hampshire Ave,NW,S St,Swann St (S),Thursday,7/9/2015,0,,6:00,10:00,4,1,2,25,Yes,0,0,258,152,296,114,179,46,410
16441300,61,New Mexico Ave,NW,Cathedral Ave,Klingle St,Thursday,7/23/2015,0,,6:00,10:00,4,2,2,25,Yes,1,0,20,4,18,6,11,0,24
16441300,61,New Mexico Ave,NW,Cathedral Ave,Klingle St,Thursday,7/23/2015,0,,15:00,19:00,4,2,2,25,Yes,4,0,23,6,20,9,17,0,29
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Thursday,3/31/2010,,,15:00,19:00,4,7,1,25,No,23,0,73,73,107,39,46,,146
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Thursday,3/31/2010,,,6:00,10:00,4,7,1,25,No,21,0,66,29,74,21,52,,95
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,9/8/2010,,,6:00,10:00,4,7,1,25,Yes,7,0,136,38,131,43,83,,174
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,9/8/2010,,,15:00,19:00,4,7,1,25,Yes,16,0,149,71,160,60,81,,220
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,6/29/2011,,,15:00,19:00,4,4,2,25,Yes,30,0,236,119,256,99,155,,355
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,6/29/2011,,,6:00,10:00,4,7,1,25,Yes,10,0,276,69,235,110,167,,345
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,6/20/2012,,,6:00,10:00,4,8,,25,Yes,145,0,297,91,252,136,192,20,388
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,6/20/2012,,,15:00,19:00,4,8,,25,Yes,84,0,225,119,240,104,148,35,344
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,6/5/2013,,,15:00,19:00,4,8,1,25,Yes,42,0,411,183,402,192,244,,594
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,6/5/2013,,,6:00,10:00,4,8,1,25,Yes,25,0,423,85,328,180,245,,508
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Tuesday,7/29/2014,,,15:00,19:00,4,8,0,25,Yes,31,0,315,174,340,149,170,,489
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Tuesday,7/29/2014,,,6:00,10:00,4,8,0,25,Yes,4,0,347,92,301,138,174,,439
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,8/12/2015,0,,15:00,19:00,4,8,,25,Yes,25,0,340,208,384,164,239,,548
16981060,44,Pennsylvania Ave,NW,6th St,7th St,Wednesday,8/12/2015,0,,6:00,10:00,4,8,,25,Yes,19,0,408,125,354,179,227,,533
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Thursday,3/31/2010,,,6:00,10:00,4,4,2,25,No,1,0,78,8,57,26,41,,86
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Thursday,3/31/2010,,,15:00,19:00,4,4,2,25,No,42,0,93,48,94,47,49,,141
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,9/8/2010,,,6:00,10:00,4,4,2,25,Yes,8,0,116,15,101,30,71,,131
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Friday,9/24/2010,,,6:00,10:00,4,4,2,25,Yes,8,0,123,15,105,33,69,,138
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Friday,9/24/2010,,,15:00,19:00,4,4,2,25,Yes,15,0,91,67,120,38,58,,158
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,6/29/2011,,,15:00,19:00,4,4,2,25,Yes,23,0,281,146,290,137,167,,427
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,6/29/2011,,,6:00,10:00,4,4,2,25,Yes,6,0,289,61,256,94,170,,350
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,6/20/2012,,,6:00,10:00,4,5,2,25,Yes,7,0,292,69,247,114,165,57,361
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,6/20/2012,,,15:00,19:00,4,5,2,25,Yes,21,0,259,127,275,111,171,40,386
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,6/5/2013,,,6:00,10:00,4,5,2,25,Yes,11,0,420,77,343,154,237,,497
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,6/5/2013,,,15:00,19:00,4,5,2,25,Yes,39,0,474,193,438,229,257,,667
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Tuesday,7/29/2014,,,15:00,19:00,4,5,2,25,Yes,59,0,350,150,341,159,205,,500
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Tuesday,7/29/2014,,,6:00,10:00,4,5,2,25,Yes,25,0,376,138,327,187,222,,514
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,8/12/2015,0,,15:00,19:00,4,5,2,25,Yes,16,0,317,174,328,163,218,,491
16981136,43,Pennsylvania Ave,NW,14th St (S),"15th St (S), E St (S) [Street Break]",Wednesday,8/12/2015,0,,6:00,10:00,4,5,2,25,Yes,7,0,371,104,293,182,222,,475
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,6/16/2004,78,Cloudy & Humid,8:15,9:30,1.25,7,1,,No,15,,60,25,,,73,,85
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,8/11/2004,76,Partly Sunny,8:30,10:00,1.5,7,0,,No,13,,68,42,,,86,,110
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,4/21/2005,65,Cloudy,8:30,9:30,1,7,1,,No,9,,45,27,57,15,72,,72
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,7/7/2005,74,Mostly Cloudy,8:30,9:30,1,7,1,,No,5,,53,32,74,11,85,,85
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,8/23/2006,75,Cool,7:30,10:00,2.5,5,2,30,No,23,,116,53,131,38,89,,169
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,8/23/2006,85,Hot,16:15,19:00,2.75,5,2,30,No,11,,83,72,122,33,77,,155
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,7/5/2007,73,Cool,18:00,19:00,1,,1,25,No,0,0,27,28,43,12,55,,55
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,10/3/2007,58,Fair,17:45,19:00,1.25,0,,25,No,0,0,28,16,37,7,38,,44
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,5/7/2008,0,Clear,15:00,19:00,4,7,0,25,0,7,0,88,51,119,20,47,,139
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,5/7/2008,0,Clear,6:00,10:00,4,7,0,25,No,5,0,128,34,136,26,69,,162
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Tuesday,6/2/2009,0,Clear,15:00,19:00,4,7,,25,No,6,0,137,68,163,42,99,,205
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Tuesday,6/2/2009,0,Clear,6:00,10:00,4,7,,25,No,9,0,189,32,181,40,97,,221
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,6/24/2010,,Clear,15:00,19:00,4,,,25,Yes,28,0,140,83,172,51,89,,223
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Wednesday,6/24/2010,,Clear,6:00,10:00,4,,,25,Yes,26,0,185,53,187,51,93,,238
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,6/23/2011,,,15:00,19:00,4,8,0,25,No,27,0,137,98,175,60,94,,235
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,6/23/2011,,,6:00,10:00,4,8,0,25,No,23,0,221,47,207,61,111,,268
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Tuesday,6/26/2012,0,,6:00,10:00,4,6,0,25,No,64,0,284,91,291,84,145,17,375
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Tuesday,6/26/2012,0,,15:00,19:00,4,6,0,25,No,44,0,217,157,274,100,131,37,374
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,6/6/2013,,,6:00,10:00,4,8,0,25,Yes,57,0,228,92,240,80,138,30,320
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,7/17/2014,,,15:00,19:00,4,,2,25,No,47,0,223,171,291,103,166,61,394
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,7/17/2014,0,,6:00,10:00,4,,2,25,No,51,0,306,91,315,82,160,,397
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,7/16/2015,0,,6:00,10:00,4,0,1,25,Yes,57,0,317,96,298,115,176,0,413
16981256,21,Pennsylvania Ave,NW,L St (W),26th St,Thursday,7/16/2015,0,,15:00,19:00,4,0,1,25,Yes,65,0,230,163,274,119,143,61,393
17052622,46,Piney Branch Rd,NW,Rittenhouse St (N),Sheridan St,Wednesday,6/27/2012,,,6:00,10:00,4,2,2,25,No,3,0,45,5,46,4,22,0,50
17052622,46,Piney Branch Rd,NW,Rittenhouse St (N),Sheridan St,Wednesday,6/27/2012,,,15:00,19:00,4,2,2,25,No,11,0,35,20,51,4,23,0,55
17052622,46,Piney Branch Rd,NW,Rittenhouse St (N),Sheridan St,Wednesday,7/9/2014,,,15:00,19:00,4,3,2,25,Yes,5,0,35,11,42,4,18,,46
17052622,46,Piney Branch Rd,NW,Rittenhouse St (N),Sheridan St,Wednesday,7/9/2014,,,6:00,10:00,4,3,2,25,Yes,0,0,50,8,46,12,29,,58
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Thursday,7/29/2004,75,Sunny,8:15,9:30,1.25,4,0,30,No,4,,12,5,,,15,,17
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,4/20/2005,70,Sunny,8:30,9:30,1,4,0,30,No,3,,8,3,8,3,11,,11
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Tuesday,6/28/2005,94,Partly Cloudy & Humid,16:00,17:00,1,4,0,30,No,2,,1,4,4,1,5,,5
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Monday,10/9/2006,60,,8:15,9:45,1.5,3,1,30,No,1,0,3,4,6,1,6,,7
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Monday,10/9/2006,65,"Sunny, Clear",16:00,17:30,1.5,3,1,30,No,0,0,5,3,6,2,6,,8
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Friday,6/29/2007,65,Cloudy & Humid,7:30,8:30,1,4,0,30,No,0,0,9,1,6,4,10,,10
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,5/28/2008,0,Cloudy,6:00,10:00,4,,,30,No,2,0,20,10,23,7,14,,30
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,5/28/2008,0,Cloudy,15:00,19:00,4,0,,30,0,13,0,33,20,40,13,19,,53
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,6/10/2009,0,Cloudy,6:00,10:00,4,2,1,25,No,4,0,19,6,19,6,16,,25
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,6/10/2009,0,Cloudy,15:00,19:00,4,2,1,25,No,3,0,17,17,28,6,13,,34
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Tuesday,6/15/2010,,Clear,15:00,19:00,4,2,1,25,No,8,0,34,29,49,14,22,,63
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Tuesday,6/15/2010,,Clear,6:00,10:00,4,2,1,25,No,3,0,22,12,24,10,12,,34
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Thursday,6/23/2011,,,15:00,19:00,4,4,0,30,No,4,0,32,23,39,16,20,,55
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Thursday,6/23/2011,,,6:00,10:00,4,4,0,30,No,7,0,25,14,31,8,15,,39
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,6/27/2012,0,,15:00,19:00,4,4,0,25,No,6,0,37,18,41,14,22,,55
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,6/27/2012,0,,6:00,10:00,4,4,0,25,No,5,0,24,13,25,12,17,,37
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Tuesday,6/25/2013,0,,15:00,19:00,4,2,0,30,No,5,0,28,26,42,12,20,1,54
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Tuesday,6/25/2013,0,,6:00,10:00,4,2,0,30,No,5,0,26,17,29,14,18,0,43
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,7/30/2014,,,6:00,10:00,4,4,0,25,No,5,0,18,23,33,8,19,,41
17163265,22,Porter St,NW,Klingle Rd (W),Williamsburg Ln,Wednesday,7/30/2014,,,15:00,19:00,4,4,0,25,No,12,0,38,30,54,14,26,,68
17286110,23,Q St,NW,11th St,12th St,Monday,3/7/2005,50,Sunny,8:30,9:30,1,1,2,25,No,1,,2,4,6,0,6,,6
17286110,23,Q St,NW,11th St,12th St,Friday,7/1/2005,76,Partly Cloudy & Humid,8:30,9:30,1,1,2,25,No,1,,12,5,13,4,17,,17
17286110,23,Q St,NW,11th St,12th St,Wednesday,10/19/2005,60,Sunny,8:30,9:30,1,1,2,25,No,1,,9,4,10,3,13,,13
17286110,23,Q St,NW,11th St,12th St,Tuesday,9/26/2006,72,Sunny,16:15,18:15,2,1,2,25,No,1,,4,9,10,3,8,,13
17286110,23,Q St,NW,11th St,12th St,Tuesday,10/31/2006,53,"Sunny, Cool",8:30,10:00,1.5,1,2,25,No,4,0,14,7,17,4,16,,21
17286110,23,Q St,NW,11th St,12th St,Friday,5/18/2007,67,Overcast & Slightly Windy,8:45,9:45,1,2,0,25,No,0,0,8,2,6,4,10,,10
17286110,23,Q St,NW,11th St,12th St,Thursday,10/11/2007,73,Warm,16:00,17:00,1,1,2,25,No,3,0,4,3,5,2,7,,7
17286110,23,Q St,NW,11th St,12th St,Wednesday,5/28/2008,0,Cloudy,6:00,10:00,4,1,2,25,Yes,1,0,33,6,28,11,18,,39
17286110,23,Q St,NW,11th St,12th St,Wednesday,5/28/2008,0,Cloudy,15:00,19:00,4,1,2,30,Yes,1,0,25,15,25,15,13,,40
17286110,23,Q St,NW,11th St,12th St,Tuesday,6/16/2009,0,,15:00,19:00,4,1,2,25,Yes,5,0,40,15,28,27,26,,55
17286110,23,Q St,NW,11th St,12th St,Tuesday,6/16/2009,0,,6:00,10:00,4,1,2,25,Yes,3,0,34,8,30,12,21,,42
17286110,23,Q St,NW,11th St,12th St,Wednesday,6/22/2011,,,15:00,19:00,4,1,2,25,Yes,11,0,69,43,77,35,62,,112
17286110,23,Q St,NW,11th St,12th St,Wednesday,6/22/2011,,,6:00,10:00,4,1,2,25,Yes,3,0,56,22,55,23,38,,78
17286110,23,Q St,NW,11th St,12th St,Thursday,6/21/2012,0,,6:00,10:00,4,1,2,25,Yes,3,0,45,25,46,24,34,0,70
17286110,23,Q St,NW,11th St,12th St,Thursday,6/21/2012,0,,15:00,19:00,4,1,2,25,Yes,10,0,57,50,72,35,43,1,107
17286110,23,Q St,NW,11th St,12th St,Thursday,7/17/2014,,,15:00,19:00,4,1,2,25,Yes,7,0,123,76,121,78,107,26,199
17286110,23,Q St,NW,11th St,12th St,Thursday,7/17/2014,,,6:00,10:00,4,1,2,25,Yes,1,0,64,26,65,25,42,8,90
17286110,23,Q St,NW,11th St,12th St,Thursday,7/9/2015,0,,6:00,10:00,4,2,2,25,Yes,11,0,49,26,47,28,42,8,75
17286110,23,Q St,NW,11th St,12th St,Thursday,7/9/2015,0,,15:00,19:00,4,2,2,25,Yes,7,0,107,54,104,57,79,26,161
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,4/6/2004,40,Sunny,7:30,8:30,1,,,,No,0,,0,0,,,0,,0
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,7/13/2004,86,Sunny,15:30,16:45,1.25,1,2,25,Yes,0,,3,0,,,3,,3
17416115,24,R St,NW,Vermont Ave,13th St,Monday,6/6/2005,75,Sunny & Humid,8:30,9:30,1,1,2,25,Yes,1,,15,7,15,7,22,,22
17416115,24,R St,NW,Vermont Ave,13th St,Thursday,7/28/2005,75,Partly Cloudy,8:30,9:30,1,1,2,25,Yes,0,,9,9,13,5,18,,18
17416115,24,R St,NW,Vermont Ave,13th St,Thursday,10/20/2005,65,Mostly Sunny,8:15,9:30,1.25,1,2,25,Yes,3,,25,14,26,13,33,,39
17416115,24,R St,NW,Vermont Ave,13th St,Monday,9/25/2006,70,"Fair, Sunny",16:30,18:00,1.5,1,2,25,Yes,6,0,18,9,18,9,20,,27
17416115,24,R St,NW,Vermont Ave,13th St,Thursday,11/2/2006,47,"Sunny, Cool",8:00,9:45,1.75,1,2,25,Yes,3,0,20,7,23,4,25,,27
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,5/15/2007,60,,7:30,9:00,1.5,1,2,25,Yes,0,0,18,8,20,6,20,,26
17416115,24,R St,NW,Vermont Ave,13th St,Thursday,10/11/2007,67,Cool,9:00,10:00,1,2,2,25,Yes,4,0,6,9,11,4,15,,15
17416115,24,R St,NW,Vermont Ave,13th St,Wednesday,5/28/2008,0,Cloudy,6:00,10:00,4,1,2,25,Yes,1,0,89,6,58,10,40,,95
17416115,24,R St,NW,Vermont Ave,13th St,Wednesday,5/28/2008,0,Cloudy,15:00,19:00,4,1,2,25,Yes,6,0,37,10,41,6,20,,47
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,6/16/2009,0,Clear,6:00,10:00,4,1,2,25,Yes,3,0,93,24,64,53,55,,117
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,6/16/2009,0,Clear,15:00,19:00,4,1,2,25,Yes,2,0,59,19,64,14,30,,78
17416115,24,R St,NW,Vermont Ave,13th St,Wednesday,6/23/2010,,Clear,15:00,19:00,4,1,1,25,Yes,16,0,86,37,85,38,53,,123
17416115,24,R St,NW,Vermont Ave,13th St,Wednesday,6/23/2010,,Clear,6:00,10:00,4,1,1,1,Yes,9,0,157,53,131,79,98,,210
17416115,24,R St,NW,Vermont Ave,13th St,Wednesday,6/22/2011,,,15:00,19:00,4,1,2,25,Yes,2,0,79,39,88,30,61,,118
17416115,24,R St,NW,Vermont Ave,13th St,Wednesday,6/22/2011,,,6:00,10:00,4,1,2,25,Yes,3,0,129,59,117,71,96,,188
17416115,24,R St,NW,Vermont Ave,13th St,Thursday,6/21/2012,0,,6:00,10:00,4,1,2,25,Yes,6,0,152,68,132,88,107,4,220
17416115,24,R St,NW,Vermont Ave,13th St,Thursday,6/21/2012,0,,15:00,19:00,4,1,2,25,Yes,7,0,72,41,74,39,45,7,113
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,6/25/2013,0,,15:00,19:00,4,1,2,25,Yes,27,0,140,80,160,60,81,38,220
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,6/25/2013,0,,6:00,10:00,4,1,2,25,Yes,8,0,218,81,184,115,159,31,299
17416115,24,R St,NW,Vermont Ave,13th St,Tuesday,7/29/2014,,,6:00,10:00,4,1,2,25,Yes,11,0,360,126,285,201,251,57,486
